7211145.0,883577040.0,124927846620.0,19295371704660.0,824321160.0,100851967305.0,14268064891515.0,110594602110.0,13556246192115.0,16367900688180.0,16663710256.750946,-95546172907.14062,-151583526.68711853,24446715142.93164,16364715618.50029,39815146113.24292,-15771173151.066406,0.00032045219369971115,-6.842309664097316e-07,-2.9150335013744376e-06,1.7506927822266997e-07,0.00031470236450467594,2.851266050110196e-07,-1.1294146817431456e-07
7149180.0,922523190.0,135946778610.0,21767580867120.0,681990360.0,88178451495.0,12979311371145.0,80984127570.0,10532125684065.0,10781185416990.0,16905289084.239532,-137742302984.91406,175082932.948349,-34408890019.26367,15926197690.918823,48609329715.83594,17234738860.197266,0.0003307578332082775,-1.007921619041509e-06,3.4255581933665037e-06,-2.517851334418002e-07,0.0003116015711559744,3.5569605884311297e-07,1.2611424028266893e-07
8475435.0,1244519085.0,203443102695.0,35675026232025.0,1040609610.0,153549759345.0,25158994827825.0,154393918230.0,22981697437635.0,25534058328360.0,20699945213.49762,-277320493405.2344,748337390.9165955,-39415411019.79248,26628398180.07312,126984728943.98096,38808925128.97266,0.00028816763414116713,-1.3261021232269136e-06,1.041773846527837e-05,-1.884781741132649e-07,0.0003706986866572517,6.072206081933534e-07,1.855780558506448e-07
8616450.0,1260134265.0,207756179325.0,37019847614745.0,981948135.0,142922523930.0,23534307509490.0,136116656805.0,19846304095560.0,20991421735365.0,23464694336.740326,-227279802680.14844,-684935216.904541,58331655088.70508,24211853802.605957,95696645907.83008,-39172844169.25781,0.0003160517190234523,-1.042893385912402e-06,-9.225560308426062e-06,2.676599353042623e-07,0.00032611539299178243,4.391124855547676e-07,-1.7974804452373125e-07
9170565.0,1342095345.0,220988891775.0,39350832786855.0,1155717885.0,168402522240.0,27709149899190.0,174987483885.0,25505039865900.0,29384562703395.0,24575702939.77896,-183703632558.2578,-734667626.8997192,74121238869.91504,29338461201.133392,81115546793.81982,-62928638098.20703,0.0002922225740491272,-7.213192301729231e-07,-8.735720216397224e-06,2.9103983528553865e-07,0.0003488551546966558,3.185032487031444e-07,-2.4709166692408307e-07
7260615.0,1043068830.0,167307908730.0,28865626240380.0,809148405.0,115163659980.0,18441123271890.0,107019046935.0,15187277068950.0,15611473500285.0,17459365029.835632,-186499993716.5664,-1079589400.3508759,105933293168.31885,16844710282.520279,53416370991.507324,-69571706994.57031,0.0003311933651704446,-1.312941270941643e-06,-2.047914376574066e-05,7.457597707955937e-07,0.0003195337444549438,3.7604590016911197e-07,-4.897778470805219e-07
9599475.0,1398732120.0,231197551320.0,41393008336950.0,1199195385.0,176402838690.0,29205149576700.0,182465049825.0,27061691632560.0,31043839506675.0,27389369776.770325,-276377082907.25,1669001354.5971375,-163124018704.0957,32657943560.82428,57856171598.734375,90297143431.4961,0.00029722619069932297,-9.680177568493503e-07,1.811180465056368e-05,-5.713460212154512e-07,0.00035440012821652745,2.0264271140633267e-07,3.162680397194682e-07
7638780.0,1113366465.0,179672715165.0,31121601102855.0,903177870.0,130918401480.0,21097636875930.0,126914089050.0,18392441214750.0,19714576562250.0,17397471554.55484,-137461018252.4922,-721461480.8562622,64184133123.92236,20126059435.619583,65080746565.27734,-50467018829.94922,0.0002981522769775962,-8.523531113135843e-07,-1.2364175023617506e-05,3.9798588909513376e-07,0.0003449139392755831,4.035455107689725e-07,-3.129303206485493e-07
9561990.0,1393658640.0,231334610250.0,41644787595660.0,1276753635.0,185536685985.0,30779851791465.0,201018486195.0,29287512714435.0,34946070045975.0,28209067884.16931,-295132930525.78125,-549969049.0625916,51481828300.595215,30541436492.405334,135965795820.13281,-50710234203.484375,0.0003085262820107252,-1.0438712997960685e-06,-6.015083753386917e-06,1.8208880631612836e-07,0.0003340357039431465,4.809046274765688e-07,-1.79359714270618e-07
8897715.0,1297684035.0,217026639045.0,39449941341345.0,1252777515.0,182106909465.0,30273015867165.0,200106481245.0,29158272629115.0,34909813853745.0,27766379001.395386,-301385615985.53125,-603975365.8215332,-107655481836.09814,23718329670.177124,143891690207.292,56317139384.54297,0.00035072139959204215,-1.2762221972612935e-06,-7.6289056491449066e-06,-4.558688546791307e-07,0.0002995898664889627,6.093116569067035e-07,2.384758248458095e-07
